left_eye_left_side_white,left_eye_right_side_white,right_eye_left_side_white,right_eye_right_side_white,left_ratio,right_ratio,eye_ratio
40,45,76,57,0.89,0.89,0.89
41,45,77,64,0.91,0.91,0.91
42,40,78,52,1.05,1.05,1.05
47,36,92,52,1.31,1.31,1.31
57,22,99,47,2.59,2.59,2.59
62,26,106,59,2.38,2.38,2.38
56,22,107,60,2.55,2.55,2.55
60,23,103,62,2.61,2.61,2.61
61,31,113,54,1.97,1.97,1.97
67,25,111,57,2.68,2.68,2.68
64,28,100,56,2.29,2.29,2.29
68,27,112,54,2.52,2.52,2.52
65,29,116,63,2.24,2.24,2.24
70,23,111,57,3.04,3.04,3.04
67,24,114,64,2.79,2.79,2.79
72,19,118,60,3.79,3.79,3.79
71,25,128,61,2.84,2.84,2.84
68,28,120,57,2.43,2.43,2.43
64,30,107,61,2.13,2.13,2.13
59,34,105,68,1.74,1.74,1.74
64,28,109,74,2.29,2.29,2.29
63,32,99,73,1.97,1.97,1.97
66,30,104,62,2.2,2.2,2.2
64,30,109,71,2.13,2.13,2.13
61,32,117,68,1.91,1.91,1.91
58,34,113,58,1.71,1.71,1.71
62,31,100,75,2.0,2.0,2.0
39,46,76,66,0.85,0.85,0.85
34,51,68,68,0.67,0.67,0.67
35,53,68,75,0.66,0.66,0.66
36,49,76,69,0.73,0.73,0.73
58,29,109,61,2.0,2.0,2.0
62,23,111,53,2.7,2.7,2.7
64,29,110,53,2.21,2.21,2.21
61,26,108,69,2.35,2.35,2.35
65,30,118,53,2.17,2.17,2.17
67,24,115,51,2.79,2.79,2.79
68,29,109,63,2.34,2.34,2.34
69,30,118,48,2.3,2.3,2.3
69,24,111,65,2.88,2.88,2.88
13,57,52,64,0.23,0.23,0.23
7,72,38,66,0.1,0.1,0.1
8,68,38,68,0.12,0.12,0.12
6,70,37,82,0.09,0.09,0.09
11,73,38,67,0.15,0.15,0.15
10,79,37,74,0.13,0.13,0.13
7,90,27,83,0.08,0.08,0.08
8,91,30,93,0.09,0.09,0.09
8,85,38,74,0.09,0.09,0.09
26,33,73,58,0.79,0.79,0.79
33,38,78,48,0.87,0.87,0.87
34,34,82,57,1.0,1.0,1.0
31,34,82,59,0.91,0.91,0.91
33,42,74,68,0.79,0.79,0.79
28,43,64,60,0.65,0.65,0.65
23,43,69,53,0.53,0.53,0.53
27,48,73,54,0.56,0.56,0.56
23,39,70,67,0.59,0.59,0.59
25,39,75,63,0.64,0.64,0.64
24,44,61,71,0.55,0.55,0.55
24,41,66,71,0.59,0.59,0.59
14,65,41,77,0.22,0.22,0.22
9,81,36,82,0.11,0.11,0.11
3,76,36,90,0.04,0.04,0.04
8,76,35,84,0.11,0.11,0.11
6,71,37,77,0.08,0.08,0.08
16,65,52,65,0.25,0.25,0.25
33,40,87,59,0.82,0.82,0.82
29,34,73,70,0.85,0.85,0.85
37,35,76,63,1.06,1.06,1.06
32,40,77,74,0.8,0.8,0.8
31,39,74,62,0.79,0.79,0.79
25,47,66,68,0.53,0.53,0.53
22,48,69,67,0.46,0.46,0.46
27,47,61,68,0.57,0.57,0.57
26,50,71,65,0.52,0.52,0.52
28,48,68,66,0.58,0.58,0.58
25,48,66,70,0.52,0.52,0.52
22,46,65,73,0.48,0.48,0.48
36,39,80,61,0.92,0.92,0.92
32,42,85,55,0.76,0.76,0.76
34,39,80,64,0.87,0.87,0.87
34,35,79,68,0.97,0.97,0.97
36,40,84,68,0.9,0.9,0.9
33,41,85,54,0.8,0.8,0.8
36,41,82,64,0.88,0.88,0.88
32,41,80,63,0.78,0.78,0.78
32,44,83,64,0.73,0.73,0.73
37,44,83,69,0.84,0.84,0.84
36,39,85,69,0.92,0.92,0.92
42,27,96,62,1.56,1.56,1.56
40,29,101,66,1.38,1.38,1.38
43,34,107,57,1.26,1.26,1.26
37,31,91,62,1.19,1.19,1.19
41,30,103,50,1.37,1.37,1.37
44,36,99,51,1.22,1.22,1.22
35,34,94,63,1.03,1.03,1.03
33,36,83,69,0.92,0.92,0.92
38,34,89,63,1.12,1.12,1.12
31,40,76,70,0.78,0.78,0.78
35,37,81,70,0.95,0.95,0.95
33,42,76,66,0.79,0.79,0.79
34,41,72,61,0.83,0.83,0.83
35,52,58,72,0.67,0.67,0.67
36,52,66,72,0.69,0.69,0.69
38,53,74,78,0.72,0.72,0.72
40,51,70,77,0.78,0.78,0.78
36,48,68,79,0.75,0.75,0.75
46,42,94,65,1.1,1.1,1.1
68,30,108,65,2.27,2.27,2.27
59,31,115,67,1.9,1.9,1.9
67,32,103,77,2.09,2.09,2.09
63,32,116,63,1.97,1.97,1.97
65,32,117,54,2.03,2.03,2.03
77,32,122,65,2.41,2.41,2.41
75,33,123,58,2.27,2.27,2.27
72,31,115,62,2.32,2.32,2.32
71,33,127,68,2.15,2.15,2.15
81,27,127,70,3.0,3.0,3.0
84,21,127,65,4.0,4.0,4.0
73,21,119,65,3.48,3.48,3.48
86,29,130,62,2.97,2.97,2.97
84,26,128,55,3.23,3.23,3.23
80,29,120,70,2.76,2.76,2.76
87,31,128,77,2.81,2.81,2.81
75,33,120,71,2.27,2.27,2.27
72,33,119,76,2.18,2.18,2.18
68,34,115,71,2.0,2.0,2.0
69,32,112,67,2.16,2.16,2.16
39,27,92,53,1.44,1.44,1.44
32,31,88,58,1.03,1.03,1.03
36,32,89,58,1.12,1.12,1.12
38,31,86,65,1.23,1.23,1.23
37,30,95,65,1.23,1.23,1.23
39,31,88,67,1.26,1.26,1.26
37,33,85,68,1.12,1.12,1.12
38,33,98,58,1.15,1.15,1.15
43,35,94,56,1.23,1.23,1.23
45,29,110,60,1.55,1.55,1.55
43,30,100,57,1.43,1.43,1.43
46,25,103,76,1.84,1.84,1.84
44,28,101,61,1.57,1.57,1.57
44,29,99,63,1.52,1.52,1.52
46,24,97,68,1.92,1.92,1.92
42,33,104,70,1.27,1.27,1.27
47,27,110,64,1.74,1.74,1.74
43,28,96,52,1.54,1.54,1.54
46,32,106,56,1.44,1.44,1.44
44,31,99,59,1.42,1.42,1.42
38,29,94,68,1.31,1.31,1.31
40,28,94,61,1.43,1.43,1.43
49,30,107,65,1.63,1.63,1.63
55,26,120,57,2.12,2.12,2.12
44,33,105,73,1.33,1.33,1.33
50,37,105,75,1.35,1.35,1.35
40,38,88,70,1.05,1.05,1.05
40,33,89,69,1.21,1.21,1.21
41,35,87,69,1.17,1.17,1.17
37,33,85,70,1.12,1.12,1.12
41,35,99,61,1.17,1.17,1.17
46,31,102,66,1.48,1.48,1.48
49,31,109,62,1.58,1.58,1.58
47,30,111,59,1.57,1.57,1.57
43,33,100,64,1.3,1.3,1.3
45,30,103,51,1.5,1.5,1.5
48,30,106,63,1.6,1.6,1.6
45,31,97,57,1.45,1.45,1.45
46,34,102,57,1.35,1.35,1.35
48,32,109,58,1.5,1.5,1.5
55,26,105,62,2.12,2.12,2.12
46,23,108,60,2.0,2.0,2.0
8,56,37,63,0.14,0.14,0.14
2,63,7,57,0.03,0.03,0.03
2,71,17,67,0.03,0.03,0.03
6,75,20,77,0.08,0.08,0.08
1,87,22,84,0.01,0.01,0.01
2,89,33,66,0.02,0.02,0.02
8,84,30,75,0.1,0.1,0.1
6,86,32,71,0.07,0.07,0.07
8,86,34,77,0.09,0.09,0.09
35,35,86,59,1.0,1.0,1.0
40,36,90,52,1.11,1.11,1.11
34,32,100,43,1.06,1.06,1.06
38,34,84,65,1.12,1.12,1.12
39,33,87,62,1.18,1.18,1.18
40,29,92,62,1.38,1.38,1.38
39,28,97,61,1.39,1.39,1.39
40,32,93,61,1.25,1.25,1.25
47,32,97,64,1.47,1.47,1.47
42,31,108,57,1.35,1.35,1.35
49,30,102,48,1.63,1.63,1.63
50,28,107,53,1.79,1.79,1.79
44,31,109,50,1.42,1.42,1.42
51,26,105,62,1.96,1.96,1.96
52,29,104,64,1.79,1.79,1.79
65,31,107,62,2.1,2.1,2.1
63,31,115,70,2.03,2.03,2.03
62,32,119,52,1.94,1.94,1.94
65,34,112,53,1.91,1.91,1.91
50,31,93,64,1.61,1.61,1.61
49,35,104,58,1.4,1.4,1.4
46,34,102,62,1.35,1.35,1.35
44,33,97,70,1.33,1.33,1.33
47,32,89,68,1.47,1.47,1.47
43,34,95,68,1.26,1.26,1.26
59,32,106,70,1.84,1.84,1.84
62,37,119,71,1.68,1.68,1.68
72,34,120,62,2.12,2.12,2.12
69,36,110,72,1.92,1.92,1.92
82,36,122,86,2.28,2.28,2.28
80,34,114,94,2.35,2.35,2.35
87,32,118,74,2.72,2.72,2.72
84,36,133,82,2.33,2.33,2.33
81,35,126,85,2.31,2.31,2.31
84,37,126,76,2.27,2.27,2.27
87,35,122,74,2.49,2.49,2.49
90,32,135,74,2.81,2.81,2.81
83,32,132,79,2.59,2.59,2.59
56,39,112,80,1.44,1.44,1.44
63,37,113,73,1.7,1.7,1.7
65,41,111,79,1.59,1.59,1.59
66,34,106,68,1.94,1.94,1.94
67,38,117,82,1.76,1.76,1.76
63,40,110,74,1.57,1.57,1.57
65,28,110,69,2.32,2.32,2.32
61,32,122,66,1.91,1.91,1.91
61,32,118,64,1.91,1.91,1.91
70,29,109,78,2.41,2.41,2.41
68,28,127,61,2.43,2.43,2.43
65,27,128,68,2.41,2.41,2.41
63,25,122,75,2.52,2.52,2.52
64,29,111,75,2.21,2.21,2.21
65,31,127,71,2.1,2.1,2.1
53,36,106,76,1.47,1.47,1.47
49,36,105,64,1.36,1.36,1.36
48,36,111,56,1.33,1.33,1.33
52,37,103,67,1.41,1.41,1.41
46,40,97,68,1.15,1.15,1.15
46,37,108,55,1.24,1.24,1.24
47,40,100,75,1.18,1.18,1.18
52,37,105,59,1.41,1.41,1.41
53,37,108,76,1.43,1.43,1.43
52,40,113,64,1.3,1.3,1.3
59,38,106,82,1.55,1.55,1.55
52,37,115,75,1.41,1.41,1.41
48,37,110,72,1.3,1.3,1.3
55,32,112,72,1.72,1.72,1.72
55,34,109,73,1.62,1.62,1.62
56,35,113,78,1.6,1.6,1.6
55,29,118,66,1.9,1.9,1.9
53,34,108,80,1.56,1.56,1.56
55,30,112,76,1.83,1.83,1.83
59,33,110,80,1.79,1.79,1.79
56,30,105,75,1.87,1.87,1.87
52,34,111,87,1.53,1.53,1.53
71,32,114,68,2.22,2.22,2.22
58,28,116,60,2.07,2.07,2.07
65,26,116,68,2.5,2.5,2.5
72,25,116,74,2.88,2.88,2.88
72,28,118,70,2.57,2.57,2.57
61,32,124,77,1.91,1.91,1.91
63,31,114,79,2.03,2.03,2.03
61,30,117,70,2.03,2.03,2.03
65,29,121,70,2.24,2.24,2.24
64,26,132,67,2.46,2.46,2.46
70,28,109,80,2.5,2.5,2.5
60,28,116,70,2.14,2.14,2.14
62,29,115,75,2.14,2.14,2.14
60,29,112,76,2.07,2.07,2.07
60,31,123,73,1.94,1.94,1.94
57,27,118,59,2.11,2.11,2.11
82,29,137,93,2.83,2.83,2.83
82,36,124,88,2.28,2.28,2.28
84,39,135,83,2.15,2.15,2.15
89,36,121,90,2.47,2.47,2.47
89,37,125,92,2.41,2.41,2.41
87,34,128,95,2.56,2.56,2.56
91,41,141,90,2.22,2.22,2.22
91,36,128,92,2.53,2.53,2.53
93,36,140,92,2.58,2.58,2.58
85,36,128,83,2.36,2.36,2.36
87,34,123,81,2.56,2.56,2.56
90,37,121,95,2.43,2.43,2.43
89,29,131,86,3.07,3.07,3.07
96,33,142,92,2.91,2.91,2.91
95,32,138,94,2.97,2.97,2.97
97,34,139,72,2.85,2.85,2.85
98,34,132,87,2.88,2.88,2.88
94,31,136,89,3.03,3.03,3.03
99,31,125,90,3.19,3.19,3.19
95,34,136,92,2.79,2.79,2.79
96,31,137,96,3.1,3.1,3.1
101,36,148,93,2.81,2.81,2.81
95,34,146,83,2.79,2.79,2.79
98,31,139,79,3.16,3.16,3.16
97,32,140,83,3.03,3.03,3.03
92,35,129,94,2.63,2.63,2.63
101,27,133,90,3.74,3.74,3.74
100,33,127,97,3.03,3.03,3.03
74,40,106,103,1.85,1.85,1.85
70,42,114,80,1.67,1.67,1.67
76,42,114,90,1.81,1.81,1.81
74,43,111,95,1.72,1.72,1.72
73,41,122,89,1.78,1.78,1.78
69,40,121,98,1.73,1.73,1.73
59,46,110,97,1.28,1.28,1.28
59,46,97,100,1.28,1.28,1.28
60,46,99,95,1.3,1.3,1.3
59,44,113,91,1.34,1.34,1.34
58,47,103,78,1.23,1.23,1.23
57,43,93,84,1.33,1.33,1.33
60,37,96,87,1.62,1.62,1.62
61,48,99,111,1.27,1.27,1.27
59,41,107,79,1.44,1.44,1.44
64,44,108,101,1.45,1.45,1.45
60,46,113,83,1.3,1.3,1.3
58,42,99,90,1.38,1.38,1.38
65,42,105,70,1.55,1.55,1.55
57,46,107,79,1.24,1.24,1.24
59,46,102,107,1.28,1.28,1.28
58,51,102,87,1.14,1.14,1.14
54,50,105,80,1.08,1.08,1.08
57,42,112,89,1.36,1.36,1.36
56,43,114,81,1.3,1.3,1.3
60,43,104,92,1.4,1.4,1.4
58,48,107,95,1.21,1.21,1.21
57,44,117,80,1.3,1.3,1.3
54,43,107,83,1.26,1.26,1.26
60,44,111,84,1.36,1.36,1.36
62,39,95,97,1.59,1.59,1.59
61,39,105,72,1.56,1.56,1.56
57,41,101,72,1.39,1.39,1.39
37,62,80,80,0.6,0.6,0.6
35,59,64,81,0.59,0.59,0.59
37,58,72,87,0.64,0.64,0.64
35,61,68,78,0.57,0.57,0.57
34,61,67,81,0.56,0.56,0.56
41,55,66,82,0.75,0.75,0.75
29,60,64,82,0.48,0.48,0.48
35,74,55,78,0.47,0.47,0.47
29,72,57,90,0.4,0.4,0.4
27,65,58,82,0.42,0.42,0.42
30,65,61,83,0.46,0.46,0.46
30,69,60,79,0.43,0.43,0.43
32,64,62,94,0.5,0.5,0.5
40,55,73,73,0.73,0.73,0.73
37,54,68,83,0.69,0.69,0.69
44,60,72,73,0.73,0.73,0.73
46,56,79,77,0.82,0.82,0.82
55,60,75,80,0.92,0.92,0.92
63,71,80,90,0.89,0.89,0.89
68,67,85,87,1.01,1.01,1.01
51,59,71,94,0.86,0.86,0.86
53,67,71,88,0.79,0.79,0.79
56,77,75,86,0.73,0.73,0.73
50,70,75,84,0.71,0.71,0.71
43,64,68,78,0.67,0.67,0.67
37,62,67,87,0.6,0.6,0.6
42,61,72,91,0.69,0.69,0.69
32,58,62,73,0.55,0.55,0.55
28,58,52,84,0.48,0.48,0.48
17,46,38,48,0.37,0.37,0.37
16,39,32,38,0.41,0.41,0.41
13,34,33,38,0.38,0.38,0.38
14,39,34,42,0.36,0.36,0.36
12,26,28,39,0.46,0.46,0.46
9,33,20,34,0.27,0.27,0.27
9,29,24,39,0.31,0.31,0.31
5,30,24,49,0.17,0.17,0.17
6,26,20,39,0.23,0.23,0.23
1,35,21,32,0.03,0.03,0.03
1,33,15,44,0.03,0.03,0.03
3,19,1,7,0.16,0.16,0.16
3,18,1,9,0.17,0.17,0.17
3,23,1,13,0.13,0.13,0.13
2,27,4,22,0.07,0.07,0.07
3,29,4,25,0.1,0.1,0.1
2,31,1,26,0.06,0.06,0.06
2,25,4,23,0.08,0.08,0.08
1,30,5,21,0.03,0.03,0.03
1,16,6,21,0.06,0.06,0.06
1,16,2,15,0.06,0.06,0.06
2,6,3,10,0.33,0.33,0.33
1,5,6,10,0.2,0.2,0.2
2,12,7,14,0.17,0.17,0.17
7,29,9,42,0.24,0.24,0.24
5,27,15,43,0.19,0.19,0.19
12,28,19,34,0.43,0.43,0.43
12,35,33,34,0.34,0.34,0.34
12,41,34,48,0.29,0.29,0.29
7,33,31,50,0.21,0.21,0.21
9,30,32,53,0.3,0.3,0.3
4,43,39,49,0.09,0.09,0.09
16,41,39,47,0.39,0.39,0.39
14,40,34,53,0.35,0.35,0.35
11,44,31,39,0.25,0.25,0.25
15,42,33,49,0.36,0.36,0.36
20,30,43,42,0.67,0.67,0.67
16,27,44,52,0.59,0.59,0.59
19,29,44,44,0.66,0.66,0.66
21,28,43,41,0.75,0.75,0.75
14,30,48,36,0.47,0.47,0.47
15,28,49,40,0.54,0.54,0.54
15,30,52,38,0.5,0.5,0.5
18,25,43,46,0.72,0.72,0.72
14,22,46,44,0.64,0.64,0.64
21,32,57,44,0.66,0.66,0.66
28,31,65,39,0.9,0.9,0.9
29,34,64,42,0.85,0.85,0.85
28,32,67,37,0.88,0.88,0.88
26,35,69,49,0.74,0.74,0.74
25,31,65,49,0.81,0.81,0.81
10,54,34,56,0.19,0.19,0.19
13,56,30,59,0.23,0.23,0.23
10,56,36,64,0.18,0.18,0.18
10,56,34,48,0.18,0.18,0.18
12,69,31,48,0.17,0.17,0.17
11,69,39,61,0.16,0.16,0.16
16,44,49,58,0.36,0.36,0.36
32,31,68,42,1.03,1.03,1.03
34,33,75,42,1.03,1.03,1.03
35,33,72,54,1.06,1.06,1.06
31,36,76,40,0.86,0.86,0.86
32,38,74,55,0.84,0.84,0.84
32,38,75,49,0.84,0.84,0.84
31,41,78,54,0.76,0.76,0.76
32,39,74,52,0.82,0.82,0.82
35,45,80,47,0.78,0.78,0.78
40,38,80,48,1.05,1.05,1.05
36,36,85,47,1.0,1.0,1.0
31,41,78,51,0.76,0.76,0.76
36,37,76,53,0.97,0.97,0.97
35,37,79,53,0.95,0.95,0.95
34,35,82,50,0.97,0.97,0.97
31,39,81,45,0.79,0.79,0.79
8,70,40,77,0.11,0.11,0.11
12,76,37,64,0.16,0.16,0.16
12,70,31,73,0.17,0.17,0.17
11,73,37,79,0.15,0.15,0.15
14,73,39,65,0.19,0.19,0.19
15,75,35,82,0.2,0.2,0.2
12,76,37,79,0.16,0.16,0.16
17,78,41,85,0.22,0.22,0.22
17,81,35,78,0.21,0.21,0.21
12,79,35,75,0.15,0.15,0.15
19,85,38,74,0.22,0.22,0.22
11,77,38,101,0.14,0.14,0.14
16,84,40,83,0.19,0.19,0.19
12,85,37,75,0.14,0.14,0.14
17,84,39,78,0.2,0.2,0.2
15,81,35,82,0.19,0.19,0.19
18,79,35,77,0.23,0.23,0.23
11,83,38,90,0.13,0.13,0.13
32,50,61,53,0.64,0.64,0.64
31,51,71,59,0.61,0.61,0.61
36,50,68,58,0.72,0.72,0.72
34,55,68,60,0.62,0.62,0.62
40,44,79,59,0.91,0.91,0.91
38,43,83,51,0.88,0.88,0.88
40,40,81,59,1.0,1.0,1.0
36,43,79,50,0.84,0.84,0.84
38,48,77,51,0.79,0.79,0.79
36,47,80,50,0.77,0.77,0.77
35,41,85,64,0.85,0.85,0.85
37,42,82,45,0.88,0.88,0.88
37,39,83,52,0.95,0.95,0.95
34,45,79,57,0.76,0.76,0.76
34,38,79,49,0.89,0.89,0.89
40,41,81,59,0.98,0.98,0.98
34,39,77,51,0.87,0.87,0.87
29,43,75,52,0.67,0.67,0.67
8,62,35,64,0.13,0.13,0.13
5,72,33,64,0.07,0.07,0.07
9,73,34,67,0.12,0.12,0.12
10,81,33,72,0.12,0.12,0.12
14,80,29,62,0.17,0.17,0.17
11,84,29,75,0.13,0.13,0.13
9,76,36,73,0.12,0.12,0.12
13,76,32,66,0.17,0.17,0.17
9,66,37,77,0.14,0.14,0.14
7,71,39,76,0.1,0.1,0.1
12,76,35,72,0.16,0.16,0.16
15,73,40,66,0.21,0.21,0.21
19,73,36,52,0.26,0.26,0.26
20,62,50,70,0.32,0.32,0.32
39,49,61,72,0.8,0.8,0.8
38,52,63,71,0.73,0.73,0.73
40,57,69,75,0.7,0.7,0.7
36,56,66,87,0.64,0.64,0.64
41,57,64,73,0.72,0.72,0.72
52,35,92,53,1.49,1.49,1.49
54,35,86,51,1.54,1.54,1.54
53,40,89,41,1.32,1.32,1.32
27,46,65,62,0.59,0.59,0.59
16,69,39,61,0.23,0.23,0.23
19,69,41,62,0.28,0.28,0.28
14,71,40,70,0.2,0.2,0.2
19,64,37,59,0.3,0.3,0.3
11,68,35,70,0.16,0.16,0.16
16,77,38,64,0.21,0.21,0.21
11,76,34,74,0.14,0.14,0.14
8,71,34,71,0.11,0.11,0.11
12,72,40,77,0.17,0.17,0.17
14,78,31,66,0.18,0.18,0.18
7,72,33,70,0.1,0.1,0.1
12,71,37,65,0.17,0.17,0.17
13,73,39,64,0.18,0.18,0.18
16,68,33,63,0.24,0.24,0.24
17,69,35,64,0.25,0.25,0.25
15,74,40,66,0.2,0.2,0.2
9,69,35,70,0.13,0.13,0.13
36,54,55,80,0.67,0.67,0.67
57,64,75,91,0.89,0.89,0.89
56,61,73,73,0.92,0.92,0.92
57,66,75,93,0.86,0.86,0.86
49,77,63,90,0.64,0.64,0.64
51,71,61,82,0.72,0.72,0.72
48,75,64,90,0.64,0.64,0.64
47,76,63,78,0.62,0.62,0.62
50,73,59,84,0.68,0.68,0.68
47,72,62,82,0.65,0.65,0.65
53,71,66,96,0.75,0.75,0.75
51,75,58,96,0.68,0.68,0.68
52,69,67,99,0.75,0.75,0.75
75,28,99,56,2.68,2.68,2.68
82,14,129,46,5.86,5.86,5.86
75,11,122,43,6.82,6.82,6.82
74,12,128,23,6.17,6.17,6.17
75,13,126,40,5.77,5.77,5.77
79,13,124,42,6.08,6.08,6.08
74,16,119,46,4.62,4.62,4.62
72,12,117,44,6.0,6.0,6.0
74,13,118,50,5.69,5.69,5.69
73,13,123,58,5.62,5.62,5.62
72,13,124,48,5.54,5.54,5.54
77,16,124,36,4.81,4.81,4.81
77,16,125,52,4.81,4.81,4.81
74,19,124,36,3.89,3.89,3.89
70,20,121,43,3.5,3.5,3.5
73,13,110,39,5.62,5.62,5.62
18,4,51,20,4.5,4.5,4.5
5,2,57,7,2.5,2.5,2.5
28,10,80,23,2.8,2.8,2.8
33,9,93,38,3.67,3.67,3.67
38,8,93,31,4.75,4.75,4.75
46,8,103,40,5.75,5.75,5.75
46,9,100,40,5.11,5.11,5.11
47,11,90,26,4.27,4.27,4.27
43,12,99,39,3.58,3.58,3.58
49,14,99,34,3.5,3.5,3.5
52,12,105,43,4.33,4.33,4.33
55,14,113,46,3.93,3.93,3.93
59,17,114,41,3.47,3.47,3.47
56,13,110,40,4.31,4.31,4.31
56,16,114,50,3.5,3.5,3.5
59,14,110,48,4.21,4.21,4.21
66,13,113,53,5.08,5.08,5.08
63,17,116,50,3.71,3.71,3.71
63,14,114,48,4.5,4.5,4.5
60,15,116,53,4.0,4.0,4.0
58,9,105,48,6.44,6.44,6.44
60,19,108,49,3.16,3.16,3.16
58,16,102,51,3.62,3.62,3.62
58,16,113,55,3.62,3.62,3.62
60,22,116,48,2.73,2.73,2.73
56,14,110,42,4.0,4.0,4.0
59,17,109,45,3.47,3.47,3.47
62,15,115,42,4.13,4.13,4.13
25,39,61,35,0.64,0.64,0.64
29,40,64,49,0.72,0.72,0.72
28,39,66,60,0.72,0.72,0.72
21,36,60,58,0.58,0.58,0.58
6,68,16,66,0.09,0.09,0.09
6,73,16,59,0.08,0.08,0.08
2,71,20,75,0.03,0.03,0.03
5,68,19,67,0.07,0.07,0.07
5,79,22,62,0.06,0.06,0.06
4,69,18,76,0.06,0.06,0.06
4,77,19,74,0.05,0.05,0.05
5,75,16,56,0.07,0.07,0.07
4,80,17,66,0.05,0.05,0.05
5,85,18,68,0.06,0.06,0.06
6,83,18,75,0.07,0.07,0.07
6,85,15,70,0.07,0.07,0.07
6,85,16,65,0.07,0.07,0.07
3,84,16,72,0.04,0.04,0.04
3,83,16,69,0.04,0.04,0.04
6,86,16,71,0.07,0.07,0.07
2,82,17,63,0.02,0.02,0.02
5,73,21,65,0.07,0.07,0.07
17,46,48,54,0.37,0.37,0.37
21,40,43,55,0.53,0.53,0.53
20,44,52,45,0.45,0.45,0.45
23,41,49,51,0.56,0.56,0.56
11,55,36,53,0.2,0.2,0.2
14,57,35,56,0.25,0.25,0.25
9,56,35,61,0.16,0.16,0.16
13,52,28,50,0.25,0.25,0.25
12,58,34,60,0.21,0.21,0.21
5,57,32,59,0.09,0.09,0.09
13,53,34,54,0.25,0.25,0.25
13,56,35,58,0.23,0.23,0.23
14,54,33,63,0.26,0.26,0.26
9,55,30,56,0.16,0.16,0.16
9,53,33,68,0.17,0.17,0.17
15,48,34,70,0.31,0.31,0.31
15,58,34,69,0.26,0.26,0.26
12,59,38,69,0.2,0.2,0.2
11,53,34,57,0.21,0.21,0.21
16,54,33,63,0.3,0.3,0.3
13,52,35,63,0.25,0.25,0.25
16,55,35,58,0.29,0.29,0.29
14,54,33,61,0.26,0.26,0.26
13,55,34,65,0.24,0.24,0.24
14,48,35,63,0.29,0.29,0.29
16,52,39,44,0.31,0.31,0.31
32,42,56,64,0.76,0.76,0.76
47,50,67,81,0.94,0.94,0.94
42,57,70,72,0.74,0.74,0.74
47,58,66,66,0.81,0.81,0.81
46,56,66,65,0.82,0.82,0.82
45,56,66,78,0.8,0.8,0.8
48,59,65,81,0.81,0.81,0.81
50,55,66,73,0.91,0.91,0.91
51,58,65,70,0.88,0.88,0.88
49,55,68,89,0.89,0.89,0.89
48,59,64,74,0.81,0.81,0.81
55,60,63,71,0.92,0.92,0.92
48,57,69,81,0.84,0.84,0.84
43,63,62,79,0.68,0.68,0.68
49,58,61,85,0.84,0.84,0.84
45,64,65,83,0.7,0.7,0.7
50,53,62,80,0.94,0.94,0.94
52,55,62,73,0.95,0.95,0.95
45,61,66,88,0.74,0.74,0.74
40,55,66,78,0.73,0.73,0.73
46,62,64,80,0.74,0.74,0.74
48,62,65,87,0.77,0.77,0.77
22,64,42,65,0.34,0.34,0.34
5,57,21,47,0.09,0.09,0.09
4,58,29,46,0.07,0.07,0.07
4,57,23,46,0.07,0.07,0.07
3,58,25,43,0.05,0.05,0.05
5,58,24,50,0.09,0.09,0.09
2,22,6,31,0.09,0.09,0.09
3,35,12,27,0.09,0.09,0.09
5,55,24,53,0.09,0.09,0.09
13,55,26,65,0.24,0.24,0.24
11,63,30,61,0.17,0.17,0.17
5,63,27,57,0.08,0.08,0.08
8,55,26,60,0.15,0.15,0.15
5,52,26,48,0.1,0.1,0.1
7,56,27,68,0.12,0.12,0.12
11,56,24,43,0.2,0.2,0.2
7,60,26,63,0.12,0.12,0.12
8,55,25,60,0.15,0.15,0.15
10,52,28,65,0.19,0.19,0.19
11,52,23,55,0.21,0.21,0.21
8,54,32,68,0.15,0.15,0.15
9,53,26,75,0.17,0.17,0.17
5,50,21,74,0.1,0.1,0.1
3,51,21,65,0.06,0.06,0.06
2,46,27,72,0.04,0.04,0.04
2,40,18,76,0.05,0.05,0.05
3,41,15,63,0.07,0.07,0.07
3,17,10,55,0.18,0.18,0.18
4,45,13,44,0.09,0.09,0.09
5,40,12,53,0.12,0.12,0.12
3,35,10,49,0.09,0.09,0.09
4,34,6,48,0.12,0.12,0.12
1,32,11,44,0.03,0.03,0.03
1,33,10,48,0.03,0.03,0.03
3,17,10,7,0.18,0.18,0.18
2,20,12,39,0.1,0.1,0.1
2,14,27,39,0.14,0.14,0.14
8,16,35,36,0.5,0.5,0.5
10,17,33,44,0.59,0.59,0.59
9,21,29,44,0.43,0.43,0.43
1,35,14,43,0.03,0.03,0.03
2,30,15,46,0.07,0.07,0.07
1,40,18,41,0.03,0.03,0.03
1,36,19,42,0.03,0.03,0.03
17,23,30,51,0.74,0.74,0.74
14,28,39,56,0.5,0.5,0.5
18,26,39,57,0.69,0.69,0.69
17,26,39,56,0.65,0.65,0.65
14,28,39,63,0.5,0.5,0.5
16,40,34,61,0.4,0.4,0.4
14,33,29,68,0.42,0.42,0.42
13,39,31,57,0.33,0.33,0.33
9,34,34,61,0.26,0.26,0.26
7,46,23,69,0.15,0.15,0.15
5,48,26,55,0.1,0.1,0.1
1,45,20,62,0.02,0.02,0.02
4,51,19,61,0.08,0.08,0.08
5,46,18,56,0.11,0.11,0.11
